11,"[78.04 78.17 78.3  78.44 78.57 78.71 78.84 78.98 79.11 79.25 79.39 79.53
 79.66 79.8  79.94 80.08 80.22 80.37 80.51 80.65 80.79 80.94 81.08 81.22
 81.37 81.52 81.66 81.81 81.96 82.11 82.26 82.42 82.58 82.76 82.94 83.13
 83.31 83.5  83.7  83.9  84.1  84.3  84.51 84.72 84.94 85.16 85.39 85.62
 85.86 86.1  86.35 86.6  86.86 87.13 87.4  87.68 87.98 88.28 88.59 88.91
 89.25 89.59 89.96 90.34 90.74 91.17 91.64 92.15 92.73 93.39 94.18]","[0.04943027 0.04921628 0.0490023  0.04878832 0.04846734 0.04868132
 0.04846734 0.04782539 0.04803937 0.0477184  0.04750441 0.04729043
 0.04739742 0.04686246 0.04654149 0.0463275  0.04643449 0.04622051
 0.04600653 0.04568555 0.04579254 0.04557856 0.0450436  0.04515059
 0.04482962 0.04461563 0.04440165 0.04408067 0.04343872 0.04322474
 0.04258278 0.04204783 0.03948002 0.03701921 0.03541433 0.03477237
 0.03434441 0.03380945 0.0330605  0.03263254 0.03209758 0.03156262
 0.03102766 0.03017172 0.02952977 0.02888782 0.02856684 0.0278179
 0.02717595 0.026534   0.02589205 0.02535709 0.02482213 0.02375221
 0.02343123 0.0225753  0.02193334 0.02107741 0.02043546 0.01979351
 0.01925855 0.01829562 0.01765367 0.01669074 0.0158348  0.01476489
 0.01348098 0.01241106 0.01091318 0.00973626 0.00802439]"
12,"[24.27 24.41 24.55 24.7  24.84 24.99 25.14 25.28 25.43 25.58 25.73 25.88
 26.03 26.18 26.33 26.48 26.64 26.79 26.95 27.11 27.27 27.44 27.61 27.81
 28.   28.2  28.4  28.61 28.82 29.04 29.26 29.48 29.71 29.94 30.18 30.43
 30.68 30.94 31.21 31.48 31.76 32.05 32.35 32.66 32.99 33.32 33.68 34.04
 34.43 34.84 35.27 35.74 36.25 36.81 37.45 40.89]","[0.04579254 0.04557856 0.04525758 0.04536457 0.04472262 0.04450864
 0.04461563 0.04429466 0.04397368 0.04408067 0.0437597  0.04311774
 0.04290376 0.04290376 0.04301075 0.04268978 0.0423688  0.04204783
 0.04140587 0.04097791 0.03990799 0.03905205 0.03616327 0.03370246
 0.03273953 0.03241855 0.0317766  0.03124164 0.03070668 0.02995774
 0.02920879 0.02867384 0.02813888 0.02738993 0.02685497 0.02610603
 0.02535709 0.02471513 0.02407318 0.02353822 0.02268229 0.02193334
 0.02129139 0.02054245 0.01957952 0.01883058 0.01808163 0.01733269
 0.01647676 0.01572781 0.01465789 0.01358797 0.01241106 0.01123415
 0.00995025 0.00181886]"
13,"[ 0.4   0.53  0.66  0.79  0.93  1.06  1.19  1.32  1.46  1.59  1.73  1.86
  2.    2.13  2.27  2.4   2.54  2.68  2.82  2.97  3.12  3.28  3.45  3.62
  3.79  3.96  4.14  4.31  4.5   4.68  4.87  5.06  5.26  5.45  5.66  5.86
  6.07  6.29  6.51  6.73  6.96  7.2   7.44  7.69  7.95  8.21  8.49  8.77
  9.06  9.37  9.69 10.02 10.37 10.75 11.15 11.6  12.09 12.67 13.35]","[0.0503932  0.05007222 0.04996523 0.04975124 0.04964425 0.04932328
 0.04943027 0.04932328 0.04868132 0.04846734 0.04857433 0.04836035
 0.04814636 0.04825336 0.04761141 0.0477184  0.04718344 0.04686246
 0.04622051 0.04429466 0.04226181 0.04065693 0.03894506 0.03862408
 0.03798213 0.03734018 0.03691221 0.03627026 0.0357353  0.03498636
 0.03434441 0.03359546 0.0330605  0.03252554 0.0317766  0.03145563
 0.03070668 0.02995774 0.02942278 0.02878083 0.02792489 0.02717595
 0.02632001 0.02557107 0.02492912 0.02418017 0.02343123 0.0225753
 0.02171936 0.02086342 0.02000749 0.01904456 0.01818863 0.01701172
 0.01572781 0.01433692 0.01273204 0.01102017 0.0093083 ]"
14,"[1455.64 1455.77 1455.91 1456.05 1456.19 1456.33 1456.47 1456.62 1456.76
 1456.91 1457.05 1457.2  1457.34 1457.49 1457.64 1457.79 1457.94 1458.1
 1458.25 1458.4  1458.56 1458.72 1458.88 1459.04 1459.2  1459.36 1459.52
 1459.69 1459.85 1460.02 1460.19 1460.37 1460.56 1460.76 1460.97 1461.18
 1461.4  1461.62 1461.85 1462.08 1462.32 1462.56 1462.81 1463.07 1463.33
 1463.61 1463.89 1464.18 1464.48 1464.79 1465.11 1465.46 1465.81 1466.18
 1466.58 1467.02 1467.5 ]","[0.04750441 0.04718344 0.04718344 0.04686246 0.04675547 0.0463275
 0.04600653 0.04557856 0.04525758 0.04515059 0.04482962 0.04461563
 0.04429466 0.04386669 0.0437597  0.04311774 0.04301075 0.04258278
 0.04247579 0.04172685 0.04161986 0.04140587 0.04097791 0.04054994
 0.04044295 0.04001498 0.03990799 0.03937303 0.03894506 0.0384101
 0.03755416 0.03669823 0.03455839 0.03231156 0.03038571 0.03017172
 0.02942278 0.02878083 0.02845985 0.02760392 0.02706896 0.026427
 0.02567806 0.02492912 0.02439416 0.02353822 0.02278928 0.02193334
 0.0211844  0.02054245 0.01979351 0.01872359 0.01808163 0.01701172
 0.0159418  0.0145509  0.01316001]"
